"","shipmode","sales","quantity","discount","profit","segment","region","state","subcategory","category","orderdate_day","orderdate_weekday","orderdate_month","orderdate_year","shipdate_day","shipdate_weekday","shipdate_month","shipdate_year","preparationtime"
"1714","Standard Class",62.82,3,0,30.7818,"Home Office","South","Virginia","Furnishings                                       ","Furniture",26,"Samstag",1,2013,31,"Donnerstag",1,2013,5
"1715","First Class",75.384,9,0.6,-20.7306,"Consumer","Central","Texas","Furnishings                                       ","Furniture",25,"Mittwoch",6,2014,28,"Samstag",6,2014,3
"1716","Standard Class",111,2,0,14.43,"Home Office","West","California","Furnishings                                       ","Furniture",18,"Montag",3,2013,24,"Sonntag",3,2013,6
"1717","Standard Class",44.4,2,0.6,-52.17,"Home Office","Central","Illinois","Furnishings                                       ","Furniture",20,"Mittwoch",4,2016,26,"Dienstag",4,2016,6
"1718","Standard Class",166.5,3,0,21.645,"Consumer","West","California","Furnishings                                       ","Furniture",12,"Freitag",12,2014,16,"Dienstag",12,2014,4
"1719","Second Class",22.2,1,0.6,-26.085,"Home Office","Central","Illinois","Furnishings                                       ","Furniture",4,"Donnerstag",2,2016,8,"Montag",2,2016,4
"1720","Standard Class",108.4,5,0.6,-105.69,"Consumer","Central","Texas","Furnishings                                       ","Furniture",3,"Samstag",9,2016,8,"Donnerstag",9,2016,5
"1721","First Class",162.6,3,0,34.146,"Consumer","West","Washington","Furnishings                                       ","Furniture",21,"Donnerstag",4,2016,24,"Sonntag",4,2016,3
"1722","Standard Class",108.4,2,0,22.764,"Home Office","East","New York","Furnishings                                       ","Furniture",4,"Freitag",4,2014,8,"Dienstag",4,2014,4
"1723","Second Class",821.88,6,0,213.6888,"Consumer","Central","Oklahoma","Furnishings                                       ","Furniture",7,"Samstag",9,2013,12,"Donnerstag",9,2013,5
"1724","First Class",273.96,2,0,71.2296,"Consumer","South","Virginia","Furnishings                                       ","Furniture",6,"Freitag",11,2015,8,"Sonntag",11,2015,2
"1725","Standard Class",821.88,6,0,213.6888,"Consumer","South","Kentucky","Furnishings                                       ","Furniture",19,"Samstag",11,2016,23,"Mittwoch",11,2016,4
"1726","Standard Class",273.96,2,0,71.2296,"Corporate","Central","Michigan","Furnishings                                       ","Furniture",8,"Freitag",4,2016,12,"Dienstag",4,2016,4
"1727","Standard Class",72.9,5,0,26.973,"Corporate","West","California","Furnishings                                       ","Furniture",5,"Mittwoch",10,2016,10,"Montag",10,2016,5
"1728","Standard Class",29.16,2,0,10.7892,"Consumer","South","Louisiana","Furnishings                                       ","Furniture",11,"Mittwoch",6,2014,16,"Montag",6,2014,5
"1729","Standard Class",17.496,3,0.6,-10.0602,"Consumer","Central","Texas","Furnishings                                       ","Furniture",26,"Freitag",7,2013,30,"Dienstag",7,2013,4
"1730","First Class",42.408,3,0.2,9.5418,"Corporate","East","Pennsylvania","Furnishings                                       ","Furniture",20,"Mittwoch",4,2016,23,"Samstag",4,2016,3
"1731","First Class",21.204,3,0.6,-11.6622,"Corporate","Central","Texas","Furnishings                                       ","Furniture",6,"Sonntag",9,2015,8,"Dienstag",9,2015,2
"1732","Standard Class",35.34,2,0,13.4292,"Consumer","West","California","Furnishings                                       ","Furniture",4,"Montag",11,2013,8,"Freitag",11,2013,4
"1733","Second Class",28.272,2,0.2,6.3612,"Consumer","South","North Carolina","Furnishings                                       ","Furniture",6,"Sonntag",11,2016,9,"Mittwoch",11,2016,3
"1734","Standard Class",14.136,2,0.6,-7.7748,"Consumer","Central","Illinois","Furnishings                                       ","Furniture",9,"Mittwoch",9,2015,15,"Dienstag",9,2015,6
"1735","Standard Class",35.34,2,0,13.4292,"Consumer","West","Washington","Furnishings                                       ","Furniture",17,"Dienstag",9,2013,21,"Samstag",9,2013,4
"1736","Standard Class",56.56,4,0,14.7056,"Corporate","East","Massachusetts","Furnishings                                       ","Furniture",19,"Mittwoch",10,2016,23,"Sonntag",10,2016,4
"1737","Second Class",28.28,2,0,7.3528,"Corporate","West","California","Furnishings                                       ","Furniture",14,"Samstag",3,2015,16,"Montag",3,2015,2
"1738","Standard Class",191.82,3,0,74.8098,"Home Office","West","Washington","Furnishings                                       ","Furniture",6,"Samstag",9,2014,12,"Freitag",9,2014,6
"1739","Standard Class",127.88,5,0.6,-67.137,"Corporate","Central","Texas","Furnishings                                       ","Furniture",19,"Sonntag",4,2015,24,"Freitag",4,2015,5
"1740","Standard Class",63.94,1,0,24.9366,"Consumer","East","New York","Furnishings                                       ","Furniture",5,"Samstag",9,2015,9,"Mittwoch",9,2015,4
"1741","First Class",191.82,3,0,74.8098,"Consumer","South","Kentucky","Furnishings                                       ","Furniture",6,"Sonntag",12,2015,7,"Montag",12,2015,1
"1742","Second Class",154.95,3,0,30.99,"Corporate","East","New York","Furnishings                                       ","Furniture",13,"Sonntag",11,2016,16,"Mittwoch",11,2016,3
"1743","Standard Class",464.85,9,0,92.97,"Consumer","West","California","Furnishings                                       ","Furniture",13,"Montag",1,2014,17,"Freitag",1,2014,4
"1744","Standard Class",82.64,2,0.2,0,"Consumer","East","Ohio","Furnishings                                       ","Furniture",7,"Sonntag",6,2015,11,"Donnerstag",6,2015,4
"1745","Standard Class",51.75,1,0,15.525,"Consumer","West","California","Furnishings                                       ","Furniture",7,"Sonntag",8,2016,11,"Donnerstag",8,2016,4
"1746","Second Class",103.5,5,0.6,-77.625,"Home Office","Central","Texas","Furnishings                                       ","Furniture",4,"Freitag",3,2016,6,"Sonntag",3,2016,2
"1747","Standard Class",51.75,1,0,15.525,"Consumer","South","Georgia","Furnishings                                       ","Furniture",15,"Mittwoch",7,2015,20,"Montag",7,2015,5
"1748","Standard Class",54.712,7,0.2,11.6263,"Home Office","East","Ohio","Furnishings                                       ","Furniture",7,"Donnerstag",5,2015,11,"Montag",5,2015,4
"1749","Standard Class",124.2,3,0.2,15.525,"Consumer","East","Pennsylvania","Furnishings                                       ","Furniture",17,"Mittwoch",9,2014,21,"Sonntag",9,2014,4
"1750","First Class",51.75,1,0,15.525,"Consumer","West","California","Furnishings                                       ","Furniture",29,"Donnerstag",9,2016,2,"Sonntag",10,2016,3
"1751","Standard Class",414,8,0,124.2,"Consumer","East","New York","Furnishings                                       ","Furniture",30,"Montag",3,2015,3,"Freitag",4,2015,4
"1752","Second Class",82.8,2,0.2,10.35,"Corporate","East","Pennsylvania","Furnishings                                       ","Furniture",6,"Sonntag",9,2015,8,"Dienstag",9,2015,2
"1753","First Class",289.8,7,0.2,36.225,"Consumer","East","Pennsylvania","Furnishings                                       ","Furniture",11,"Freitag",7,2014,13,"Sonntag",7,2014,2
"1754","Standard Class",39.08,4,0,14.4596,"Home Office","East","New York","Furnishings                                       ","Furniture",17,"Sonntag",7,2016,23,"Samstag",7,2016,6
"1755","Standard Class",19.54,2,0,7.2298,"Home Office","West","Washington","Furnishings                                       ","Furniture",14,"Samstag",11,2015,18,"Mittwoch",11,2015,4
"1756","Second Class",155.25,3,0,46.575,"Consumer","West","Washington","Furnishings                                       ","Furniture",17,"Freitag",6,2016,21,"Dienstag",6,2016,4
"1757","Second Class",12.07,1,0,3.9831,"Consumer","East","New York","Furnishings                                       ","Furniture",22,"Donnerstag",9,2016,24,"Samstag",9,2016,2
"1758","Standard Class",76.728,3,0.6,-53.7096,"Consumer","Central","Texas","Furnishings                                       ","Furniture",7,"Montag",1,2013,12,"Samstag",1,2013,5
"1759","Second Class",24.14,2,0,7.9662,"Consumer","West","California","Furnishings                                       ","Furniture",23,"Samstag",4,2016,25,"Montag",4,2016,2
"1760","Standard Class",255.76,4,0,81.8432,"Consumer","West","California","Furnishings                                       ","Furniture",26,"Sonntag",7,2015,1,"Samstag",8,2015,6
"1761","Standard Class",127.88,2,0,40.9216,"Home Office","South","Virginia","Furnishings                                       ","Furniture",14,"Samstag",3,2015,19,"Donnerstag",3,2015,5
"1762","Standard Class",409.216,8,0.2,61.3824,"Corporate","West","Oregon","Furnishings                                       ","Furniture",19,"Montag",9,2016,25,"Sonntag",9,2016,6
"1763","Standard Class",191.82,3,0,61.3824,"Consumer","East","Massachusetts","Furnishings                                       ","Furniture",18,"Freitag",9,2015,23,"Mittwoch",9,2015,5
"1764","Second Class",19.312,2,0.2,3.1382,"Consumer","East","Pennsylvania","Furnishings                                       ","Furniture",2,"Sonntag",8,2015,4,"Dienstag",8,2015,2
"1765","Standard Class",383.64,6,0,122.7648,"Consumer","West","California","Furnishings                                       ","Furniture",13,"Sonntag",12,2015,17,"Donnerstag",12,2015,4
"1766","Standard Class",191.82,3,0,61.3824,"Consumer","East","New York","Furnishings                                       ","Furniture",2,"Mittwoch",9,2015,8,"Dienstag",9,2015,6
"1767","First Class",9.656,1,0.2,1.5691,"Home Office","South","Tennessee","Furnishings                                       ","Furniture",2,"Sonntag",10,2016,5,"Mittwoch",10,2016,3
"1768","Standard Class",60.35,5,0,19.9155,"Corporate","East","New York","Furnishings                                       ","Furniture",13,"Sonntag",12,2015,18,"Freitag",12,2015,5
"1769","Standard Class",72.42,6,0,23.8986,"Home Office","East","Rhode Island","Furnishings                                       ","Furniture",3,"Donnerstag",12,2015,9,"Mittwoch",12,2015,6
"1770","Second Class",303.92,5,0.2,-30.392,"Consumer","East","Pennsylvania","Furnishings                                       ","Furniture",20,"Sonntag",12,2015,22,"Dienstag",12,2015,2
"1771","Second Class",182.352,3,0.2,-18.2352,"Consumer","East","Ohio","Furnishings                                       ","Furniture",27,"Freitag",12,2013,1,"Mittwoch",1,2014,5
"1772","Standard Class",364.704,6,0.2,-36.4704,"Consumer","West","Arizona","Furnishings                                       ","Furniture",15,"Sonntag",6,2014,20,"Freitag",6,2014,5
"1773","Standard Class",151.96,5,0.6,-182.352,"Consumer","Central","Illinois","Furnishings                                       ","Furniture",28,"Freitag",11,2014,3,"Mittwoch",12,2014,5
"1774","Standard Class",96.96,6,0,33.936,"Consumer","West","California","Furnishings                                       ","Furniture",2,"Sonntag",11,2014,6,"Donnerstag",11,2014,4
"1775","Standard Class",51.712,8,0.6,-32.32,"Corporate","Central","Texas","Furnishings                                       ","Furniture",9,"Freitag",10,2015,15,"Donnerstag",10,2015,6
"1776","Second Class",38.784,3,0.2,7.272,"Corporate","East","Ohio","Furnishings                                       ","Furniture",19,"Sonntag",6,2016,21,"Dienstag",6,2016,2
"1777","Standard Class",6.464,1,0.6,-4.04,"Consumer","Central","Illinois","Furnishings                                       ","Furniture",23,"Mittwoch",11,2016,27,"Sonntag",11,2016,4
"1778","Standard Class",109.48,2,0,33.9388,"Corporate","East","Maine","Furnishings                                       ","Furniture",18,"Freitag",9,2015,23,"Mittwoch",9,2015,5
"1779","Same Day",131.376,6,0.6,-95.2476,"Consumer","Central","Texas","Furnishings                                       ","Furniture",15,"Mittwoch",10,2014,15,"Mittwoch",10,2014,0
"1780","Second Class",109.48,2,0,33.9388,"Consumer","East","New York","Furnishings                                       ","Furniture",8,"Donnerstag",12,2016,10,"Samstag",12,2016,2
"1781","Standard Class",164.22,3,0,50.9082,"Consumer","East","Maryland","Furnishings                                       ","Furniture",20,"Freitag",9,2013,24,"Dienstag",9,2013,4
"1782","Standard Class",91.92,4,0,31.2528,"Home Office","East","Maryland","Furnishings                                       ","Furniture",21,"Sonntag",8,2016,27,"Samstag",8,2016,6
"1783","Second Class",114.9,5,0,39.066,"Consumer","East","New York","Furnishings                                       ","Furniture",1,"Donnerstag",9,2016,5,"Montag",9,2016,4
"1784","Standard Class",183.84,8,0,62.5056,"Corporate","West","California","Furnishings                                       ","Furniture",19,"Samstag",12,2015,24,"Donnerstag",12,2015,5
"1785","First Class",14,4,0.6,-6.3,"Consumer","Central","Texas","Furnishings                                       ","Furniture",11,"Sonntag",10,2015,13,"Dienstag",10,2015,2
"1786","Second Class",28,4,0.2,7.7,"Home Office","East","Ohio","Furnishings                                       ","Furniture",24,"Donnerstag",9,2015,27,"Sonntag",9,2015,3
"1787","First Class",35,4,0,14.7,"Consumer","West","Idaho","Furnishings                                       ","Furniture",27,"Freitag",5,2016,29,"Sonntag",5,2016,2
"1788","Standard Class",26.25,3,0,11.025,"Home Office","West","California","Furnishings                                       ","Furniture",14,"Mittwoch",12,2016,18,"Sonntag",12,2016,4
"1789","First Class",21,3,0.2,5.775,"Consumer","South","Florida","Furnishings                                       ","Furniture",25,"Sonntag",12,2016,28,"Mittwoch",12,2016,3
"1790","First Class",35,4,0,14.7,"Corporate","East","Rhode Island","Furnishings                                       ","Furniture",23,"Sonntag",10,2016,24,"Montag",10,2016,1
