shipmode,sales,quantity,discount_pct,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime,order_date,ship_date,profit_pct
Standard Class,799.56,9,0.0,207.8856,Consumer,East,New York,Furnishings                                       ,Furniture,25,Friday,12,2015,29,Tuesday,12,2015,4,2015-12-25,2015-12-29,26.0
First Class,213.216,3,20.0,15.9912,Corporate,South,Florida,Furnishings                                       ,Furniture,5,Friday,7,2013,8,Monday,7,2013,3,2013-07-05,2013-07-08,7.5
Second Class,19.3,5,60.0,-14.475,Consumer,Central,Texas,Furnishings                                       ,Furniture,26,Tuesday,11,2013,1,Sunday,12,2013,5,2013-11-26,2013-12-01,-75.0
Standard Class,30.88,4,20.0,3.86,Corporate,South,Florida,Furnishings                                       ,Furniture,12,Wednesday,3,2014,17,Monday,3,2014,5,2014-03-12,2014-03-17,12.5
Standard Class,19.3,2,0.0,5.79,Consumer,West,California,Furnishings                                       ,Furniture,20,Sunday,1,2013,25,Friday,1,2013,5,2013-01-20,2013-01-25,30.0
Standard Class,38.6,4,0.0,11.58,Consumer,South,Arkansas,Furnishings                                       ,Furniture,20,Sunday,1,2013,26,Saturday,1,2013,6,2013-01-20,2013-01-26,30.0
Standard Class,83.92,4,0.0,5.8744,Corporate,East,Delaware,Furnishings                                       ,Furniture,8,Friday,7,2016,12,Tuesday,7,2016,4,2016-07-08,2016-07-12,6.999999999999999
Standard Class,41.96,2,0.0,2.9372,Home Office,West,Idaho,Furnishings                                       ,Furniture,6,Thursday,10,2016,11,Tuesday,10,2016,5,2016-10-06,2016-10-11,6.999999999999999
Standard Class,25.176,3,60.0,-33.3582,Consumer,Central,Illinois,Furnishings                                       ,Furniture,28,Thursday,5,2015,1,Monday,6,2015,4,2015-05-28,2015-06-01,-132.5
Standard Class,16.784,2,60.0,-22.2388,Home Office,Central,Texas,Furnishings                                       ,Furniture,17,Wednesday,8,2016,24,Wednesday,8,2016,7,2016-08-17,2016-08-24,-132.50000000000003
Standard Class,167.84,8,0.0,11.7488,Corporate,West,California,Furnishings                                       ,Furniture,31,Sunday,5,2015,7,Sunday,6,2015,7,2015-05-31,2015-06-07,6.999999999999999
Second Class,33.568,2,20.0,-5.4548,Corporate,East,Pennsylvania,Furnishings                                       ,Furniture,5,Wednesday,3,2014,7,Friday,3,2014,2,2014-03-05,2014-03-07,-16.25
Same Day,63.968,2,20.0,0.0,Consumer,South,Florida,Furnishings                                       ,Furniture,29,Thursday,10,2015,29,Thursday,10,2015,0,2015-10-29,2015-10-29,0.0
Standard Class,199.9,5,0.0,39.98,Corporate,East,New York,Furnishings                                       ,Furniture,27,Wednesday,11,2013,1,Sunday,12,2013,4,2013-11-27,2013-12-01,20.0
Standard Class,31.984,1,20.0,0.0,Consumer,South,Tennessee,Furnishings                                       ,Furniture,13,Saturday,8,2016,18,Thursday,8,2016,5,2016-08-13,2016-08-18,0.0
Standard Class,119.94,3,0.0,23.988,Consumer,West,California,Furnishings                                       ,Furniture,16,Wednesday,11,2016,20,Sunday,11,2016,4,2016-11-16,2016-11-20,20.0
First Class,199.9,5,0.0,39.98,Home Office,West,Washington,Furnishings                                       ,Furniture,5,Monday,12,2016,6,Tuesday,12,2016,1,2016-12-05,2016-12-06,20.0
Standard Class,159.92,4,0.0,31.984,Home Office,South,Arkansas,Furnishings                                       ,Furniture,9,Thursday,4,2015,16,Thursday,4,2015,7,2015-04-09,2015-04-16,20.000000000000004
First Class,10.56,6,0.0,4.6464,Consumer,East,Maryland,Furnishings                                       ,Furniture,14,Saturday,2,2015,15,Sunday,2,2015,1,2015-02-14,2015-02-15,43.99999999999999
Standard Class,8.8,5,0.0,3.872,Consumer,South,Virginia,Furnishings                                       ,Furniture,21,Thursday,7,2016,27,Wednesday,7,2016,6,2016-07-21,2016-07-27,43.99999999999999
Second Class,7.04,4,0.0,3.0976,Home Office,South,Georgia,Furnishings                                       ,Furniture,2,Thursday,4,2015,6,Monday,4,2015,4,2015-04-02,2015-04-06,44.0
First Class,5.28,3,0.0,2.3232,Consumer,West,California,Furnishings                                       ,Furniture,30,Wednesday,7,2014,31,Thursday,7,2014,1,2014-07-30,2014-07-31,43.99999999999999
Standard Class,4.224,3,20.0,1.2672,Consumer,West,Colorado,Furnishings                                       ,Furniture,23,Friday,8,2013,27,Tuesday,8,2013,4,2013-08-23,2013-08-27,30.0
Standard Class,42.6,3,0.0,16.614,Home Office,West,California,Furnishings                                       ,Furniture,3,Monday,11,2014,7,Friday,11,2014,4,2014-11-03,2014-11-07,39.0
Standard Class,113.6,8,0.0,44.304,Consumer,East,New York,Furnishings                                       ,Furniture,9,Monday,3,2015,13,Friday,3,2015,4,2015-03-09,2015-03-13,39.0
Second Class,42.6,3,0.0,16.614,Consumer,West,California,Furnishings                                       ,Furniture,20,Sunday,11,2016,22,Tuesday,11,2016,2,2016-11-20,2016-11-22,39.0
Standard Class,42.6,3,0.0,16.614,Consumer,South,Kentucky,Furnishings                                       ,Furniture,5,Saturday,9,2015,9,Wednesday,9,2015,4,2015-09-05,2015-09-09,39.0
Second Class,28.4,2,0.0,11.076,Corporate,Central,Michigan,Furnishings                                       ,Furniture,23,Wednesday,11,2016,26,Saturday,11,2016,3,2016-11-23,2016-11-26,39.0
First Class,28.4,2,0.0,11.076,Consumer,Central,Nebraska,Furnishings                                       ,Furniture,3,Monday,2,2014,5,Wednesday,2,2014,2,2014-02-03,2014-02-05,39.0
Standard Class,315.776,8,20.0,31.5776,Consumer,South,North Carolina,Furnishings                                       ,Furniture,14,Wednesday,1,2015,20,Tuesday,1,2015,6,2015-01-14,2015-01-20,10.0
Standard Class,148.02,3,0.0,41.4456,Corporate,West,California,Furnishings                                       ,Furniture,29,Monday,8,2016,4,Sunday,9,2016,6,2016-08-29,2016-09-04,27.999999999999996
Standard Class,209.88,3,0.0,35.6796,Consumer,South,Kentucky,Furnishings                                       ,Furniture,21,Monday,4,2014,28,Monday,4,2014,7,2014-04-21,2014-04-28,17.0
Standard Class,139.92,5,60.0,-150.414,Consumer,Central,Texas,Furnishings                                       ,Furniture,14,Wednesday,10,2015,20,Tuesday,10,2015,6,2015-10-14,2015-10-20,-107.5
First Class,139.92,2,0.0,23.7864,Consumer,West,Washington,Furnishings                                       ,Furniture,16,Wednesday,11,2016,19,Saturday,11,2016,3,2016-11-16,2016-11-19,17.0
Standard Class,629.64,9,0.0,107.0388,Home Office,West,California,Furnishings                                       ,Furniture,1,Thursday,12,2016,7,Wednesday,12,2016,6,2016-12-01,2016-12-07,17.0
Standard Class,83.952,3,60.0,-90.2484,Home Office,Central,Illinois,Furnishings                                       ,Furniture,4,Friday,9,2015,10,Thursday,9,2015,6,2015-09-04,2015-09-10,-107.50000000000001
Second Class,209.88,3,0.0,35.6796,Corporate,West,Washington,Furnishings                                       ,Furniture,5,Thursday,11,2015,9,Monday,11,2015,4,2015-11-05,2015-11-09,17.0
Same Day,55.968,1,20.0,-2.0988,Corporate,South,Florida,Furnishings                                       ,Furniture,15,Monday,9,2014,15,Monday,9,2014,0,2014-09-15,2014-09-15,-3.75
Same Day,51.264,6,20.0,7.6896,Consumer,East,Ohio,Furnishings                                       ,Furniture,16,Wednesday,3,2016,16,Wednesday,3,2016,0,2016-03-16,2016-03-16,15.0
Standard Class,74.76,7,0.0,23.9232,Consumer,West,California,Furnishings                                       ,Furniture,20,Monday,10,2014,24,Friday,10,2014,4,2014-10-20,2014-10-24,32.0
First Class,25.632,3,20.0,3.8448,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,20,Sunday,9,2015,23,Wednesday,9,2015,3,2015-09-20,2015-09-23,15.0
Standard Class,60.84,3,0.0,19.4688,Consumer,South,Virginia,Furnishings                                       ,Furniture,18,Wednesday,6,2014,24,Tuesday,6,2014,6,2014-06-18,2014-06-24,32.0
First Class,48.672,3,20.0,7.3008,Corporate,South,Florida,Furnishings                                       ,Furniture,11,Wednesday,6,2014,12,Thursday,6,2014,1,2014-06-11,2014-06-12,15.0
Standard Class,60.84,3,0.0,19.4688,Home Office,West,California,Furnishings                                       ,Furniture,19,Friday,9,2014,23,Tuesday,9,2014,4,2014-09-19,2014-09-23,32.0
Standard Class,40.56,2,0.0,12.9792,Home Office,Central,Kansas,Furnishings                                       ,Furniture,12,Thursday,9,2013,19,Thursday,9,2013,7,2013-09-12,2013-09-19,32.0
First Class,25.83,3,0.0,9.5571,Home Office,West,California,Furnishings                                       ,Furniture,30,Wednesday,11,2016,3,Saturday,12,2016,3,2016-11-30,2016-12-03,37.00000000000001
Second Class,10.332,3,60.0,-5.9409,Corporate,Central,Texas,Furnishings                                       ,Furniture,20,Monday,5,2013,22,Wednesday,5,2013,2,2013-05-20,2013-05-22,-57.49999999999999
Standard Class,82.26,3,0.0,33.7266,Corporate,East,New York,Furnishings                                       ,Furniture,14,Wednesday,10,2015,21,Wednesday,10,2015,7,2015-10-14,2015-10-21,40.99999999999999
Standard Class,82.26,3,0.0,33.7266,Home Office,West,Washington,Furnishings                                       ,Furniture,25,Wednesday,11,2015,2,Wednesday,12,2015,7,2015-11-25,2015-12-02,40.99999999999999
Standard Class,27.42,1,0.0,11.2422,Consumer,East,New York,Furnishings                                       ,Furniture,21,Monday,11,2016,25,Friday,11,2016,4,2016-11-21,2016-11-25,41.0
Standard Class,43.872,2,20.0,11.5164,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,10,Thursday,3,2016,14,Monday,3,2016,4,2016-03-10,2016-03-14,26.25
Standard Class,274.2,10,0.0,112.422,Corporate,East,Maryland,Furnishings                                       ,Furniture,8,Tuesday,11,2016,13,Sunday,11,2016,5,2016-11-08,2016-11-13,41.0
Standard Class,21.936,2,60.0,-10.4196,Corporate,Central,Texas,Furnishings                                       ,Furniture,17,Wednesday,9,2014,21,Sunday,9,2014,4,2014-09-17,2014-09-21,-47.5
Standard Class,343.85,5,0.0,137.54,Consumer,South,Arkansas,Furnishings                                       ,Furniture,26,Saturday,12,2015,30,Wednesday,12,2015,4,2015-12-26,2015-12-30,40.0
Standard Class,82.524,3,60.0,-41.262,Consumer,Central,Texas,Furnishings                                       ,Furniture,18,Friday,3,2016,23,Wednesday,3,2016,5,2016-03-18,2016-03-23,-50.0
Standard Class,220.064,4,20.0,55.016,Consumer,South,Florida,Furnishings                                       ,Furniture,15,Tuesday,11,2016,20,Sunday,11,2016,5,2016-11-15,2016-11-20,25.0
Same Day,165.048,3,20.0,41.262,Consumer,South,Florida,Furnishings                                       ,Furniture,29,Thursday,10,2015,29,Thursday,10,2015,0,2015-10-29,2015-10-29,25.0
Standard Class,137.54,2,0.0,55.016,Corporate,West,Washington,Furnishings                                       ,Furniture,18,Monday,11,2013,25,Monday,11,2013,7,2013-11-18,2013-11-25,40.0
Standard Class,157.74,11,0.0,56.7864,Consumer,Central,Michigan,Furnishings                                       ,Furniture,2,Sunday,10,2016,6,Thursday,10,2016,4,2016-10-02,2016-10-06,36.0
First Class,43.02,3,0.0,15.4872,Consumer,West,California,Furnishings                                       ,Furniture,20,Saturday,7,2013,22,Monday,7,2013,2,2013-07-20,2013-07-22,36.0
First Class,45.888,4,20.0,9.1776,Corporate,East,Ohio,Furnishings                                       ,Furniture,9,Sunday,10,2016,11,Tuesday,10,2016,2,2016-10-09,2016-10-11,20.0
Standard Class,516.488,7,20.0,-12.9122,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,28,Monday,11,2016,2,Friday,12,2016,4,2016-11-28,2016-12-02,-2.5
Standard Class,73.784,2,60.0,-77.4732,Corporate,Central,Texas,Furnishings                                       ,Furniture,2,Monday,2,2015,8,Sunday,2,2015,6,2015-02-02,2015-02-08,-105.0
Standard Class,332.028,9,60.0,-348.6294,Corporate,Central,Texas,Furnishings                                       ,Furniture,5,Tuesday,7,2016,10,Sunday,7,2016,5,2016-07-05,2016-07-10,-104.99999999999999
Standard Class,276.69,3,0.0,49.8042,Consumer,West,California,Furnishings                                       ,Furniture,14,Thursday,7,2016,18,Monday,7,2016,4,2016-07-14,2016-07-18,18.0
First Class,147.568,2,20.0,-3.6892,Consumer,East,Ohio,Furnishings                                       ,Furniture,12,Friday,2,2016,15,Monday,2,2016,3,2016-02-12,2016-02-15,-2.5
Second Class,276.69,3,0.0,49.8042,Consumer,East,New York,Furnishings                                       ,Furniture,24,Friday,6,2016,26,Sunday,6,2016,2,2016-06-24,2016-06-26,18.0
Standard Class,43.296,2,20.0,4.3296,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,12,Thursday,6,2014,17,Tuesday,6,2014,5,2014-06-12,2014-06-17,10.0
Second Class,135.3,5,0.0,37.884,Consumer,East,New York,Furnishings                                       ,Furniture,26,Saturday,11,2016,29,Tuesday,11,2016,3,2016-11-26,2016-11-29,27.999999999999996
Same Day,129.888,6,20.0,12.9888,Consumer,South,Florida,Furnishings                                       ,Furniture,28,Sunday,7,2013,28,Sunday,7,2013,0,2013-07-28,2013-07-28,10.0
Standard Class,64.944,3,20.0,6.4944,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,4,Saturday,10,2014,9,Thursday,10,2014,5,2014-10-04,2014-10-09,10.0
Same Day,135.3,5,0.0,37.884,Consumer,Central,Missouri,Furnishings                                       ,Furniture,7,Wednesday,9,2016,7,Wednesday,9,2016,0,2016-09-07,2016-09-07,27.999999999999996
Second Class,286.38,3,0.0,83.0502,Consumer,South,Virginia,Furnishings                                       ,Furniture,24,Thursday,12,2015,26,Saturday,12,2015,2,2015-12-24,2015-12-26,29.000000000000004
First Class,190.92,5,60.0,-147.963,Corporate,Central,Texas,Furnishings                                       ,Furniture,9,Wednesday,12,2015,11,Friday,12,2015,2,2015-12-09,2015-12-11,-77.5
Second Class,572.76,6,0.0,166.1004,Consumer,South,Virginia,Furnishings                                       ,Furniture,24,Thursday,12,2015,26,Saturday,12,2015,2,2015-12-24,2015-12-26,29.000000000000004
Standard Class,1336.44,14,0.0,387.5676,Consumer,Central,Nebraska,Furnishings                                       ,Furniture,14,Monday,9,2015,19,Saturday,9,2015,5,2015-09-14,2015-09-19,29.000000000000004
Standard Class,477.3,5,0.0,138.417,Consumer,Central,Oklahoma,Furnishings                                       ,Furniture,27,Friday,5,2016,3,Friday,6,2016,7,2016-05-27,2016-06-03,28.999999999999996
Second Class,86.45,7,0.0,38.038,Corporate,South,Mississippi,Furnishings                                       ,Furniture,21,Saturday,3,2015,26,Thursday,3,2015,5,2015-03-21,2015-03-26,43.99999999999999
Standard Class,24.7,5,60.0,-9.88,Home Office,Central,Texas,Furnishings                                       ,Furniture,29,Wednesday,7,2015,2,Sunday,8,2015,4,2015-07-29,2015-08-02,-40.0
First Class,19.76,2,20.0,5.928,Home Office,South,Tennessee,Furnishings                                       ,Furniture,2,Sunday,10,2016,5,Wednesday,10,2016,3,2016-10-02,2016-10-05,30.0
Standard Class,37.05,3,0.0,16.302,Consumer,West,California,Furnishings                                       ,Furniture,24,Sunday,5,2015,28,Thursday,5,2015,4,2015-05-24,2015-05-28,44.0
Standard Class,12.35,1,0.0,5.434,Consumer,West,Washington,Furnishings                                       ,Furniture,11,Sunday,8,2013,15,Thursday,8,2013,4,2013-08-11,2013-08-15,44.0
Standard Class,72.78,3,60.0,-70.9605,Corporate,Central,Texas,Furnishings                                       ,Furniture,8,Wednesday,10,2014,13,Monday,10,2014,5,2014-10-08,2014-10-13,-97.5
Standard Class,181.95,3,0.0,38.2095,Corporate,East,Connecticut,Furnishings                                       ,Furniture,23,Friday,12,2016,27,Tuesday,12,2016,4,2016-12-23,2016-12-27,21.0
Standard Class,121.3,2,0.0,25.473,Consumer,Central,Indiana,Furnishings                                       ,Furniture,10,Wednesday,8,2016,15,Monday,8,2016,5,2016-08-10,2016-08-15,21.0
Standard Class,545.85,9,0.0,114.6285,Consumer,West,New Mexico,Furnishings                                       ,Furniture,3,Sunday,7,2016,10,Sunday,7,2016,7,2016-07-03,2016-07-10,21.0
Standard Class,97.04,2,20.0,1.213,Consumer,South,Tennessee,Furnishings                                       ,Furniture,26,Saturday,4,2014,2,Friday,5,2014,6,2014-04-26,2014-05-02,1.25
